,ID,Property price (USD),Sold date (MM/DD/YYYY),Address,Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,AC,FormattedAddress,Longitude,Latitude
5881,5882,240000,4/1/2022,"1901 E Granada Rd, Phoenix, AZ, 85006",1262.0,sqft,190.17,7675.0,sqft,,1.0,1901 E Granada Rd,Phoenix,85006,1,"1901 E GRANADA RD, PHOENIX, AZ, 85006",-112.04108230198551,33.46841758278447
5882,5883,240000,4/25/2023,"1852 E Earll Dr, Phoenix, AZ, 85016",943.0,sqft,254.51,6177.0,sqft,,1.0,1852 E Earll Dr,Phoenix,85016,1,"1852 E EARLL DR, PHOENIX, AZ, 85016",-112.0422091498956,33.4840785334344
5883,5884,240000,5/18/2022,"1924 E Osborn Rd, Phoenix, AZ, 85016",977.0,sqft,245.65,7645.0,sqft,2.0,1.0,1924 E Osborn Rd,Phoenix,85016,1,"1924 E OSBORN RD, PHOENIX, AZ, 85016",-112.04051467096423,33.48757160113172
5884,5885,240000,11/19/2021,"2542 E Broadway Rd, Phoenix, AZ, 85040",1317.0,sqft,182.23,7418.0,sqft,,1.0,2542 E Broadway Rd,Phoenix,85040,1,"2542 E BROADWAY RD, PHOENIX, AZ, 85040",-112.02565850549911,33.40698920595179
5885,5886,240000,4/21/2021,"4626 S 21st Pl, Phoenix, AZ, 85040",792.0,sqft,303.03,7200.0,sqft,3.0,1.0,4626 S 21st Pl,Phoenix,85040,1,"4626 S 21ST PL, PHOENIX, AZ, 85040",-112.03660956386295,33.40424846524843
5886,5887,240000,5/9/2022,"1628 E Sunland Ave, Phoenix, AZ, 85040",1800.0,sqft,133.33,7092.0,sqft,3.0,2.0,1628 E Sunland Ave,Phoenix,85040,1,"1628 E SUNLAND AVE, PHOENIX, AZ, 85040",-112.04585440776793,33.39578305749353
5887,5888,240000,9/10/2021,"2509 E Atlanta Ave, Phoenix, AZ, 85040",720.0,sqft,333.33,3284.0,sqft,2.0,1.0,2509 E Atlanta Ave,Phoenix,85040,1,"2509 E ATLANTA AVE, PHOENIX, AZ, 85040",-112.02680847117603,33.4004786677188
5888,5889,240000,8/11/2021,"6050 S 22nd St, Phoenix, AZ, 85042",1071.0,sqft,224.09,7253.0,sqft,,1.0,6050 S 22nd St,Phoenix,85042,1,"6050 S 22ND ST, PHOENIX, AZ, 85042",-112.0344832568993,33.39110129991178
5889,5890,240000,9/27/2023,"1817 E Nancy Ln, Phoenix, AZ, 85042",1078.0,sqft,222.63,7388.0,sqft,,1.0,1817 E Nancy Ln,Phoenix,85042,1,"1817 E NANCY LN, PHOENIX, AZ, 85042",-112.04269367126199,33.3905291104673
5890,5891,240000,12/15/2021,"1816 E Lynne Ln, Phoenix, AZ, 85042",1047.0,sqft,229.23,6625.0,sqft,3.0,2.0,1816 E Lynne Ln,Phoenix,85042,1,"1816 E LYNNE LN, PHOENIX, AZ, 85042",-112.04251865358378,33.39134533750973
5891,5892,240000,11/5/2021,"1808 E Pleasant Ln, Phoenix, AZ, 85042",1409.0,sqft,170.33,6896.0,sqft,3.0,2.0,1808 E Pleasant Ln,Phoenix,85042,1,"1808 E PLEASANT LN, PHOENIX, AZ, 85042",-112.0423326583238,33.39205918467991
5892,5893,240000,5/25/2021,"6824 S 18th St, Phoenix, AZ, 85042",900.0,sqft,266.67,4743.0,sqft,2.0,2.0,6824 S 18th St,Phoenix,85042,1,"6824 S 18TH ST, PHOENIX, AZ, 85042",-112.04230861000491,33.38414732377038
5893,5894,240000,8/17/2021,"4312 E Apollo Rd, Phoenix, AZ, 85042",1255.0,sqft,191.24,6634.0,sqft,,1.67,4312 E Apollo Rd,Phoenix,85042,1,"4312 E APOLLO RD, PHOENIX, AZ, 85042",-111.98850538030229,33.38743456581233
5894,5895,240000,4/2/2021,"4307 N 74th Ave, Phoenix, AZ, 85033",1264.0,sqft,189.87,6639.0,sqft,3.0,2.0,4307 N 74th Ave,Phoenix,85033,1,"4307 N 74TH AVE, PHOENIX, AZ, 85033",-112.21871472931457,33.498373346005906
5895,5896,240000,7/15/2021,"4836 N 63rd Dr, Phoenix, AZ, 85033",1671.0,sqft,143.63,7501.0,sqft,3.0,1.0,4836 N 63rd Dr,Phoenix,85033,1,"4836 N 63RD DR, PHOENIX, AZ, 85033",-112.19599086177578,33.50776138224711
5896,5897,240000,6/22/2021,"4643 N 56th Ln, Phoenix, AZ, 85031",5054.0,sqft,47.49,0.34,acres,,4.0,4643 N 56th Ln,Phoenix,85031,1,"4643 N 56TH LN, PHOENIX, AZ, 85031",-112.1804456736221,33.505005571021286
5897,5898,240000,11/13/2023,"4612 N 54th Dr, Phoenix, AZ, 85031",2416.0,sqft,99.34,10385.0,sqft,,2.0,4612 N 54th Dr,Phoenix,85031,1,"4612 N 54TH DR, PHOENIX, AZ, 85031",-112.17641606038717,33.504510700388266
5898,5899,240000,7/9/2021,"3745 W San Juan Ave, Phoenix, AZ, 85019",1040.0,sqft,230.77,6072.0,sqft,3.0,1.0,3745 W San Juan Ave,Phoenix,85019,1,"3745 W SAN JUAN AVE, PHOENIX, AZ, 85019",-112.13974807065159,33.51877304893918
5899,5900,240000,1/5/2024,"4342 N 47th Dr, Phoenix, AZ, 85031",1336.0,sqft,179.64,6664.0,sqft,4.0,2.0,4342 N 47th Dr,Phoenix,85031,1,"4342 N 47TH DR, PHOENIX, AZ, 85031",-112.16121695549259,33.499582136251775
5900,5901,240000,11/12/2021,"4125 N 49th Ave, Phoenix, AZ, 85031",1116.0,sqft,215.05,6194.0,sqft,4.0,2.0,4125 N 49th Ave,Phoenix,85031,1,"4125 N 49TH AVE, PHOENIX, AZ, 85031",-112.1645117610924,33.49554810919216
5901,5902,240000,2/12/2024,"11623 N 21st Dr, Phoenix, AZ, 85029",1264.0,sqft,189.87,5871.0,sqft,3.0,1.5,11623 N 21st Dr,Phoenix,85029,1,"11623 N 21ST DR, PHOENIX, AZ, 85029",-112.10455894562546,33.592236963094535
5902,5903,240000,3/31/2023,"2740 W Las Palmaritas Dr, Phoenix, AZ, 85051",1600.0,sqft,150.0,9234.0,sqft,4.0,2.5,2740 W Las Palmaritas Dr,Phoenix,85051,1,"2740 W LAS PALMARITAS DR, PHOENIX, AZ, 85051",-112.11844413775077,33.557706949913154
5903,5904,240000,5/12/2021,"4125 W Orchid Ln, Phoenix, AZ, 85051",1791.0,sqft,134.0,7823.0,sqft,4.0,2.0,4125 W Orchid Ln,Phoenix,85051,1,"4125 W ORCHID LN, PHOENIX, AZ, 85051",-112.1482430877117,33.56131588874376
5904,5905,240000,11/4/2022,"4021 W Frier Dr, Phoenix, AZ, 85051",1428.0,sqft,168.07,6011.0,sqft,3.0,2.0,4021 W Frier Dr,Phoenix,85051,1,"4021 W FRIER DR, PHOENIX, AZ, 85051",-112.14493811966935,33.549361746962745
5905,5906,240000,3/3/2023,"4141 W Frier Dr, Phoenix, AZ, 85051",1588.0,sqft,151.13,6203.0,sqft,3.0,2.0,4141 W Frier Dr,Phoenix,85051,1,"4141 W FRIER DR, PHOENIX, AZ, 85051",-112.14715579718438,33.54934885561573
5906,5907,240000,10/19/2023,"4147 W Wagon Wheel Dr, Phoenix, AZ, 85051",871.0,sqft,275.55,6194.0,sqft,2.0,1.0,4147 W Wagon Wheel Dr,Phoenix,85051,1,"4147 W WAGON WHEEL DR, PHOENIX, AZ, 85051",-112.14765279886927,33.54716389652674
5907,5908,240000,12/21/2023,"3731 W Fleetwood Ln, Phoenix, AZ, 85019",1522.0,sqft,157.69,7240.0,sqft,,2.0,3731 W Fleetwood Ln,Phoenix,85019,1,"3731 W FLEETWOOD LN, PHOENIX, AZ, 85019",-112.13991087025659,33.53696419587658
5908,5909,240000,5/21/2021,"3427 W Krall St, Phoenix, AZ, 85017",1506.0,sqft,159.36,6582.0,sqft,,2.0,3427 W Krall St,Phoenix,85017,1,"3427 W KRALL ST, PHOENIX, AZ, 85017",-112.1326919782789,33.53401051486378
5909,5910,240000,4/12/2022,"1903 W Vermont Ave, Phoenix, AZ, 85015",1172.0,sqft,204.78,7231.0,sqft,,1.0,1903 W Vermont Ave,Phoenix,85015,1,"1903 W VERMONT AVE, PHOENIX, AZ, 85015",-112.09989066468586,33.51534304819211
5910,5911,240000,5/31/2023,"1924 W Colter St, Phoenix, AZ, 85015",935.0,sqft,256.68,6939.0,sqft,2.0,1.0,1924 W Colter St,Phoenix,85015,1,"1924 W COLTER ST, PHOENIX, AZ, 85015",-112.10028667173418,33.51330239430217
5911,5912,240000,4/13/2021,"4750 N 29th Ave, Phoenix, AZ, 85017",1479.0,sqft,162.27,6882.0,sqft,3.0,2.0,4750 N 29th Ave,Phoenix,85017,1,"4750 N 29TH AVE, PHOENIX, AZ, 85017",-112.12105207350135,33.50681062513195
5912,5913,240000,8/5/2021,"4406 N 30th Dr, Phoenix, AZ, 85017",1500.0,sqft,160.0,6303.0,sqft,3.0,2.0,4406 N 30th Dr,Phoenix,85017,1,"4406 N 30TH DR, PHOENIX, AZ, 85017",-112.12467055809003,33.50030927174612
5913,5914,240000,7/7/2021,"4215 N 34th Ave, Phoenix, AZ, 85017",2020.0,sqft,118.81,7597.0,sqft,4.0,2.0,4215 N 34th Ave,Phoenix,85017,1,"4215 N 34TH AVE, PHOENIX, AZ, 85017",-112.13146475971496,33.49759836066278
5914,5915,240000,3/7/2024,"4502 N 17th Dr, Phoenix, AZ, 85015",1370.0,sqft,175.18,6957.0,sqft,,2.0,4502 N 17th Dr,Phoenix,85015,1,"4502 N 17TH DR, PHOENIX, AZ, 85015",-112.09670018395116,33.50233475223507
5915,5916,240000,9/13/2021,"2207 W Glenn Dr, Phoenix, AZ, 85021",1226.0,sqft,195.76,6551.0,sqft,,2.0,2207 W Glenn Dr,Phoenix,85021,1,"2207 W GLENN DR, PHOENIX, AZ, 85021",-112.10543287036614,33.54042641626256
5916,5917,240000,1/23/2023,"1221 W Cinnabar Ave, Phoenix, AZ, 85021",1274.0,sqft,188.38,5306.0,sqft,3.0,2.0,1221 W Cinnabar Ave,Phoenix,85021,1,"1221 W CINNABAR AVE, PHOENIX, AZ, 85021",-112.08819581244359,33.576673177076714
5917,5918,240000,4/30/2021,"2447 W Orchid Ln, Phoenix, AZ, 85021",1362.0,sqft,176.21,6817.0,sqft,3.0,2.0,2447 W Orchid Ln,Phoenix,85021,1,"2447 W ORCHID LN, PHOENIX, AZ, 85021",-112.11104057207535,33.562436162171025
5918,5919,240000,3/5/2024,"13448 N 18th Dr, Phoenix, AZ, 85029",1554.0,sqft,154.44,10080.0,sqft,,2.0,13448 N 18th Dr,Phoenix,85029,1,"13448 N 18TH DR, PHOENIX, AZ, 85029",-112.09826798273093,33.6090283763931
5919,5920,240000,12/10/2021,"9707 N 12th St, Phoenix, AZ, 85020",902.0,sqft,266.08,6750.0,sqft,2.0,1.0,9707 N 12th St,Phoenix,85020,1,"9707 N 12TH ST, PHOENIX, AZ, 85020",-112.05659606812372,33.574165040794355
5920,5921,240000,7/26/2021,"1155 E Hatcher Rd, Phoenix, AZ, 85020",667.0,sqft,359.82,7832.0,sqft,,1.0,1155 E Hatcher Rd,Phoenix,85020,1,"1155 E HATCHER RD, PHOENIX, AZ, 85020",-112.05760870009186,33.57127526315816
5921,5922,240000,7/17/2023,"416 W Mission Ln, Phoenix, AZ, 85021",1022.0,sqft,234.83,5662.0,sqft,,1.0,416 W Mission Ln,Phoenix,85021,1,"416 W MISSION LN, PHOENIX, AZ, 85021",-112.07941282448445,33.569906174307164
5922,5923,240000,12/23/2021,"1018 E Las Palmaritas Dr, Phoenix, AZ, 85020",1302.0,sqft,184.33,6591.0,sqft,,2.0,1018 E Las Palmaritas Dr,Phoenix,85020,1,"1018 E LAS PALMARITAS DR, PHOENIX, AZ, 85020",-112.06033160307112,33.558208563448204
5923,5924,240000,3/10/2023,"1718 E Campbell Ave APT 17, Phoenix, AZ, 85016",852.0,sqft,281.69,861.0,sqft,2.0,2.0,1718 E Campbell Ave APT 17,Phoenix,85016,1,"1718 E CAMPBELL AVE, PHOENIX, AZ, 85016",-112.04513068417555,33.50203265042626
5924,5925,240000,8/12/2022,"3310 W Runion Dr, Phoenix, AZ, 85027",936.0,sqft,256.41,8336.0,sqft,2.0,1.0,3310 W Runion Dr,Phoenix,85027,1,"3310 W RUNION DR, PHOENIX, AZ, 85027",-112.13095977928515,33.672256151192585
5925,5926,240000,11/17/2023,"18002 N 24th Dr, Phoenix, AZ, 85023",1170.0,sqft,205.13,8276.4,sqft,3.0,1.0,18002 N 24th Dr,Phoenix,85023,0,"18002 N 24TH DR, PHOENIX, AZ, 85023",-112.11093719557482,33.650054484285135
5926,5927,240000,10/15/2021,"2319 W Waltann Ln, Phoenix, AZ, 85023",1576.0,sqft,152.28,7822.0,sqft,,2.0,2319 W Waltann Ln,Phoenix,85023,1,"2319 W WALTANN LN, PHOENIX, AZ, 85023",-112.10881390987902,33.628074322987686
5927,5928,240000,5/28/2021,"2431 W Winchcomb Dr, Phoenix, AZ, 85023",2054.0,sqft,116.85,8626.0,sqft,,2.33,2431 W Winchcomb Dr,Phoenix,85023,1,"2431 W WINCHCOMB DR, PHOENIX, AZ, 85023",-112.11213676263003,33.61606964102771
5928,5929,240000,6/28/2022,"2109 W Greenbriar Dr, Phoenix, AZ, 85023",1590.0,sqft,150.94,8652.0,sqft,4.0,2.0,2109 W Greenbriar Dr,Phoenix,85023,1,"2109 W GREENBRIAR DR, PHOENIX, AZ, 85023",-112.10567734378674,33.64696793579742
5929,5930,240000,1/26/2022,"311 W Blackhawk Dr UNIT 6, Phoenix, AZ, 85027",863.0,sqft,278.1,1102.0,sqft,2.0,2.0,311 W Blackhawk Dr UNIT 6,Phoenix,85027,1,"311 W BLACKHAWK DR, PHOENIX, AZ, 85027",-112.07908520047681,33.670440557290135
5930,5931,240000,3/1/2022,"19027 N 2nd Dr, Phoenix, AZ, 85027",1452.0,sqft,165.29,7325.0,sqft,,2.33,19027 N 2nd Dr,Phoenix,85027,1,"19027 N 2ND DR, PHOENIX, AZ, 85027",-112.07668612834937,33.65921841770563
5931,5932,240000,6/17/2021,"31015 N 42nd Pl, Cave Creek, AZ, 85331",2450.0,sqft,97.96,5577.0,sqft,4.0,2.5,31015 N 42nd Pl,Cave Creek,85331,1,"31015 N 42ND PL, CAVE CREEK, AZ, 85331",-111.99001641861526,33.76657764286762
5932,5933,240000,2/8/2024,"19414 N 8th St, Phoenix, AZ, 85024",952.0,sqft,252.1,7649.0,sqft,2.0,2.0,19414 N 8th St,Phoenix,85024,1,"19414 N 8TH ST, PHOENIX, AZ, 85024",-112.06319090568189,33.662321600721384
5933,5934,240000,9/16/2022,"17225 N 16th St UNIT 10, Phoenix, AZ, 85022",848.0,sqft,283.02,922.0,sqft,2.0,2.0,17225 N 16th St UNIT 10,Phoenix,85022,1,"17225 N 16TH ST, PHOENIX, AZ, 85022",-112.048125633376,33.64272147563861
5934,5935,240000,4/13/2023,"3467 E Hearn Rd, Phoenix, AZ, 85032",1064.0,sqft,225.56,5999.0,sqft,,2.0,3467 E Hearn Rd,Phoenix,85032,1,"3467 E HEARN RD, PHOENIX, AZ, 85032",-112.00754536907681,33.6152732809
5935,5936,240000,9/7/2021,"125 W Baseline Rd, Phoenix, AZ, 85041",1092.0,sqft,219.78,6443.0,sqft,3.0,2.0,125 W Baseline Rd,Phoenix,85041,1,"125 W BASELINE RD, PHOENIX, AZ, 85041",-112.07566829875975,33.37769759697807
5936,5937,240000,8/19/2022,"4145 E Jicarilla St, Phoenix, AZ, 85044",1036.0,sqft,231.66,7214.0,sqft,2.0,2.0,4145 E Jicarilla St,Phoenix,85044,1,"4145 E JICARILLA ST, PHOENIX, AZ, 85044",-111.99373315598842,33.34840730038189
5937,5938,240000,10/4/2021,"4720 N 95th Ln, Phoenix, AZ, 85037",1328.0,sqft,180.72,6050.0,sqft,3.0,2.0,4720 N 95th Ln,Phoenix,85037,1,"4720 N 95TH LN, PHOENIX, AZ, 85037",-112.26538715226417,33.504193670836855
5938,5939,240000,2/23/2022,"406 W Sunnyslope Ln, Phoenix, AZ, 85021",1360.0,sqft,176.47,6329.0,sqft,3.0,1.0,406 W Sunnyslope Ln,Phoenix,85021,1,"406 W SUNNYSLOPE LN, PHOENIX, AZ, 85021",-112.07951862237536,33.570610162272715
5939,5940,240000,12/22/2021,"7354 N 38th Dr, Phoenix, AZ, 85051",1362.0,sqft,176.21,7000.0,sqft,,2.0,7354 N 38th Dr,Phoenix,85051,1,"7354 N 38TH DR, PHOENIX, AZ, 85051",-112.14208964963598,33.544616276682405
5940,5941,240000,6/9/2021,"28819 N 23rd Dr, Phoenix, AZ, 85085",2045.0,sqft,117.36,1.0,acres,4.0,2.0,28819 N 23rd Dr,Phoenix,85085,1,"28819 N 23RD DR, PHOENIX, AZ, 85085",-112.1090937908296,33.74625621086824
5941,5942,240000,7/26/2023,"4419 N 27th St UNIT 18, Phoenix, AZ, 85016",680.0,sqft,352.94,667.0,sqft,1.0,1.0,4419 N 27th St UNIT 18,Phoenix,85016,1,"4419 N 27TH ST, PHOENIX, AZ, 85016",-112.0236818405487,33.50060671690227
5942,5943,240000,2/2/2024,"3434 E Baseline Rd UNIT 113, Phoenix, AZ, 85042",624.0,sqft,384.62,880.0,sqft,1.0,1.0,3434 E Baseline Rd UNIT 113,Phoenix,85042,0,,,
5943,5944,240000,7/30/2021,"2818 W Northern Ave, Phoenix, AZ, 85051",1232.0,sqft,194.81,7402.0,sqft,,1.5,2818 W Northern Ave,Phoenix,85051,0,"2818 W NORTHERN AVE, PHOENIX, AZ, 85051",-112.1198876134464,33.55315916677017
5944,5945,240000,4/26/2021,"3135 E Saint John Rd, Phoenix, AZ, 85032",2709.0,sqft,88.59,0.42,acres,,,3135 E Saint John Rd,Phoenix,85032,0,"3135 E SAINT JOHN RD, PHOENIX, AZ, 85032",-112.01505363942039,33.64658419457231
5945,5946,240000,4/26/2021,"1221 S 10th Ave, Phoenix, AZ, 85007",2247.0,sqft,106.81,7405.0,sqft,3.0,2.0,1221 S 10th Ave,Phoenix,85007,0,"1221 S 10TH AVE, PHOENIX, AZ, 85007",-112.0857743191483,33.43637567839073
5946,5947,240000,9/15/2021,"1406 W Camelback Rd, Phoenix, AZ, 85013",1690.0,sqft,142.01,7200.0,sqft,,2.0,1406 W Camelback Rd,Phoenix,85013,0,"1406 W CAMELBACK RD, PHOENIX, AZ, 85013",-112.08992253751649,33.50951453151998
5947,5948,240000,4/30/2021,"2625 W Melvin St, Phoenix, AZ, 85009",1292.0,sqft,185.76,7900.0,sqft,3.0,2.0,2625 W Melvin St,Phoenix,85009,1,"2625 W MELVIN ST, PHOENIX, AZ, 85009",-112.1158743322519,33.45200538226817
5948,5949,240000,9/15/2023,"1223 E Pima St, Phoenix, AZ, 85034",1267.0,sqft,189.42,0.26,acres,,1.0,1223 E Pima St,Phoenix,85034,1,"1223 E PIMA ST, PHOENIX, AZ, 85034",-112.05526748681518,33.43311058834564
5949,5950,240000,10/11/2023,"2601 W Avalon Dr, Phoenix, AZ, 85017",1080.0,sqft,222.22,6233.0,sqft,3.0,1.0,2601 W Avalon Dr,Phoenix,85017,1,"2601 W AVALON DR, PHOENIX, AZ, 85017",-112.11518624813021,33.483092128180715
5950,5951,240000,12/23/2021,"602 W Darrow St, Phoenix, AZ, 85041",1200.0,sqft,200.0,6016.0,sqft,3.0,2.0,602 W Darrow St,Phoenix,85041,1,"602 W DARROW ST, PHOENIX, AZ, 85041",-112.08091383313837,33.37919818844267
5951,5952,240000,4/9/2021,"4704 E Paradise Village Pkwy N APT 252, Phoenix, AZ, 85032",,,,,,,,4704 E Paradise Village Pkwy N APT 252,Phoenix,85032,0,"4704 E PARADISE VILLAGE PKWY N, PHOENIX, AZ, 85032",-111.97985098313626,33.60505315233064
5952,5953,239900,10/14/2022,"4013 W Osborn Rd, Phoenix, AZ, 85019",1438.0,sqft,166.83,7139.0,sqft,,2.0,4013 W Osborn Rd,Phoenix,85019,1,"4013 W OSBORN RD, PHOENIX, AZ, 85019",-112.14524293149111,33.48765058561236
5953,5954,239900,7/30/2021,"2203 E Portland St, Phoenix, AZ, 85006",920.0,sqft,260.76,7681.0,sqft,2.0,2.0,2203 E Portland St,Phoenix,85006,1,"2203 E PORTLAND ST, PHOENIX, AZ, 85006",-112.03449380910143,33.4599380492304
5954,5955,239900,2/24/2023,"9838 N 10th Ave, Phoenix, AZ, 85021",1472.0,sqft,162.98,7680.0,sqft,,1.0,9838 N 10th Ave,Phoenix,85021,1,"9838 N 10TH AVE, PHOENIX, AZ, 85021",-112.0858762715178,33.576223438726686
5955,5956,239900,10/27/2022,"4750 N Central Ave #N1, Phoenix, AZ, 85012",,,,,,,,4750 N Central Ave #N1,Phoenix,85012,0,"4750 N CENTRAL AVE, PHOENIX, AZ, 85012",-112.0738263994404,33.50574741280093
5956,5957,239800,10/22/2021,"3818 N 64th Dr, Phoenix, AZ, 85033",910.0,sqft,263.52,6508.0,sqft,3.0,1.0,3818 N 64th Dr,Phoenix,85033,1,"3818 N 64TH DR, PHOENIX, AZ, 85033",-112.19907935752434,33.492022427559846
5957,5958,239500,4/13/2021,"18401 N 33rd Ave, Phoenix, AZ, 85053",910.0,sqft,263.19,6104.0,sqft,2.0,1.0,18401 N 33rd Ave,Phoenix,85053,1,"18401 N 33RD AVE, PHOENIX, AZ, 85053",-112.13006996211743,33.652564433675195
5958,5959,239490,11/29/2021,"151 S Comanche St, Scottsdale, AZ, 85254",1202.0,sqft,199.24,6969.0,sqft,,,151 S Comanche St,Scottsdale,85254,1,,,
5959,5960,239000,4/1/2021,"329 N 69th Ave, Phoenix, AZ, 85043",1017.0,sqft,235.0,7183.0,sqft,2.0,2.0,329 N 69th Ave,Phoenix,85043,1,"329 N 69TH AVE, PHOENIX, AZ, 85043",-112.20821252562206,33.4528593977077
5960,5961,239000,12/5/2023,"4450 E Alta Vista Rd, Phoenix, AZ, 85042",1632.0,sqft,146.45,6072.0,sqft,4.0,2.0,4450 E Alta Vista Rd,Phoenix,85042,1,"4450 E ALTA VISTA RD, PHOENIX, AZ, 85042",-111.98516689533471,33.38947015471416
5961,5962,239000,4/5/2022,"3806 W State Ave, Phoenix, AZ, 85051",1500.0,sqft,159.33,7095.0,sqft,3.0,2.0,3806 W State Ave,Phoenix,85051,1,"3806 W STATE AVE, PHOENIX, AZ, 85051",-112.14076697045374,33.54302508259832
5962,5963,239000,6/6/2023,"4120 N 29th Dr, Phoenix, AZ, 85017",923.0,sqft,258.94,6046.0,sqft,2.0,1.0,4120 N 29th Dr,Phoenix,85017,1,"4120 N 29TH DR, PHOENIX, AZ, 85017",-112.1222882117832,33.49611143659678
5963,5964,239000,6/30/2022,"1154 E Dunlap Ave, Phoenix, AZ, 85020",1031.0,sqft,231.81,7771.0,sqft,2.0,1.0,1154 E Dunlap Ave,Phoenix,85020,1,"1154 E DUNLAP AVE, PHOENIX, AZ, 85020",-112.05793278647548,33.56779819770429
5964,5965,239000,11/29/2021,"62 E Surrey Ave, Phoenix, AZ, 85022",,,,1.48,acres,,,62 E Surrey Ave,Phoenix,85022,0,"62 E SURREY AVE, PHOENIX, AZ, 85022",-112.0736664683576,33.60558775929394
5965,5966,238429,8/16/2021,"1922 N 68th Ln, Phoenix, AZ, 85035",840.0,sqft,283.84,7985.0,sqft,,1.0,1922 N 68th Ln,Phoenix,85035,1,"1922 N 68TH LN, PHOENIX, AZ, 85035",-112.20657082598274,33.47000646965489
5966,5967,238000,11/23/2022,"2544 N 52nd Ave, Phoenix, AZ, 85035",1647.0,sqft,144.51,6107.0,sqft,,2.0,2544 N 52nd Ave,Phoenix,85035,1,"2544 N 52ND AVE, PHOENIX, AZ, 85035",-112.17172865074843,33.47675450783538
5967,5968,238000,,"241 E Elwood St, Phoenix, AZ, 85040",600.0,sqft,396.67,,,2.0,1.0,241 E Elwood St,Phoenix,85040,1,"241 E ELWOOD ST, PHOENIX, AZ, 85040",-112.06940721906233,33.41394959169941
5968,5969,238000,12/7/2023,"2114 N 24th Pl, Phoenix, AZ, 85008",1015.0,sqft,234.48,8999.0,sqft,,1.0,2114 N 24th Pl,Phoenix,85008,1,"2114 N 24TH PL, PHOENIX, AZ, 85008",-112.02906967424605,33.47054594592089
5969,5970,238000,9/22/2023,"12827 N 29th Ave, Phoenix, AZ, 85029",1175.0,sqft,202.55,6337.0,sqft,,1.0,12827 N 29th Ave,Phoenix,85029,1,"12827 N 29TH AVE, PHOENIX, AZ, 85029",-112.12087231999362,33.602669052460726
5970,5971,238000,10/25/2021,"8511 N 27th Dr, Phoenix, AZ, 85051",1180.0,sqft,201.69,6203.0,sqft,3.0,2.0,8511 N 27th Dr,Phoenix,85051,1,"8511 N 27TH DR, PHOENIX, AZ, 85051",-112.11778671797003,33.560526044312326
5971,5972,237600,6/25/2021,"1833 E Ronald Rd, Phoenix, AZ, 85022",1813.0,sqft,131.05,0.27,acres,3.0,2.0,1833 E Ronald Rd,Phoenix,85022,1,"1833 E RONALD RD, PHOENIX, AZ, 85022",-112.04159776461836,33.59916056499293
5972,5973,237500,11/9/2021,"7757 W Mackenzie Dr, Phoenix, AZ, 85033",1168.0,sqft,203.34,6264.0,sqft,3.0,2.0,7757 W Mackenzie Dr,Phoenix,85033,1,"7757 W MACKENZIE DR, PHOENIX, AZ, 85033",-112.22779111176817,33.49653047868651
5973,5974,237500,11/30/2022,"2847 N 71st Ave, Phoenix, AZ, 85035",840.0,sqft,282.74,6007.0,sqft,2.0,1.0,2847 N 71st Ave,Phoenix,85035,1,"2847 N 71ST AVE, PHOENIX, AZ, 85035",-112.21184935006784,33.47964879305988
5974,5975,237500,11/2/2021,"1431 E Wood St, Phoenix, AZ, 85040",1405.0,sqft,169.04,0.46,acres,3.0,2.0,1431 E Wood St,Phoenix,85040,1,"1431 E WOOD ST, PHOENIX, AZ, 85040",-112.05037868670956,33.4085161309489
5975,5976,237000,4/14/2021,"8819 W Montecito Ave, Phoenix, AZ, 85037",984.0,sqft,240.85,6334.0,sqft,3.0,1.0,8819 W Montecito Ave,Phoenix,85037,1,"8819 W MONTECITO AVE, PHOENIX, AZ, 85037",-112.24935756309225,33.49868458957013
5976,5977,237000,12/15/2022,"5940 W Cypress St, Phoenix, AZ, 85035",1638.0,sqft,144.69,8747.0,sqft,,2.0,5940 W Cypress St,Phoenix,85035,1,"5940 W CYPRESS ST, PHOENIX, AZ, 85035",-112.18753497820057,33.47254618127761
5977,5978,237000,7/20/2021,"2817 W Pima St, Phoenix, AZ, 85009",1260.0,sqft,188.1,7530.0,sqft,3.0,2.0,2817 W Pima St,Phoenix,85009,1,"2817 W PIMA ST, PHOENIX, AZ, 85009",-112.1203857651056,33.43315414777828
5978,5979,237000,2/14/2024,"3603 W Taylor St, Phoenix, AZ, 85009",967.0,sqft,245.09,6316.0,sqft,,1.0,3603 W Taylor St,Phoenix,85009,1,"3603 W TAYLOR ST, PHOENIX, AZ, 85009",-112.13677351206798,33.45408058973908
5979,5980,237000,5/26/2023,"2901 W Adams St, Phoenix, AZ, 85009",1855.0,sqft,127.76,7240.0,sqft,,1.0,2901 W Adams St,Phoenix,85009,1,"2901 W ADAMS ST, PHOENIX, AZ, 85009",-112.12140344792681,33.449499660618244
5980,5981,237000,9/15/2021,"3409 W Shangri La Rd, Phoenix, AZ, 85029",1260.0,sqft,188.1,7309.0,sqft,3.0,2.0,3409 W Shangri La Rd,Phoenix,85029,1,"3409 W SHANGRI LA RD, PHOENIX, AZ, 85029",-112.1322829573208,33.58759310690232
